Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
222	242	0	3.33417741	110218.63	109664.829	109073.483	110218.63	1145.14684	95.8138956	0	8.3	0	0	3
223	244	0	3.34919623	110253.025	109699.521	109111.765	110253.025	1141.25999	95.6799044	0	8.3	0	0	3
224	245	0	3.36421505	110284.176	109734.004	109150.428	110284.176	1133.74834	95.544596	0	8.4	0	0	3
225	247	0	3.37923386	110330.711	109768.718	109187.5	110330.711	1143.21086	95.4109712	0	8.3	0	0	3
226	247	0	3.39425268	110365.54	109803.366	109229.955	110365.54	1135.58442	95.2779623	0	8.3	0	0	3
227	248	0	3.4092715	110400.308	109837.788	109273.095	110400.308	1127.21311	95.146291	0	8.4	0	0	3
228	249	0	3.42429031	110433.846	109871.928	109313.654	110433.846	1120.1916	95.0160453	0	8.4	0	0	3
229	250	0	3.43930913	110473.387	109906.038	109347.368	110473.387	1126.01886	94.8886873	0	8.4	0	0	3
230	251	0	3.45432795	110513.002	109940.321	109377.166	110513.002	1135.83611	94.7637161	0	8.3	0	0	3
231	252	0	3.46934677	110548.817	109974.782	109404.01	110548.817	1144.80726	94.6399699	0	8.2	0	0	3
232	253	0	3.48436558	110577.378	110009.292	109429.274	110577.378	1148.10408	94.5150738	0	8.2	0	0	3
233	254	0	3.4993844	110601.461	110043.769	109457.662	110601.461	1143.79908	94.387893	0	8.2	0	0	3
234	255	0	3.51440322	110622.146	110078.018	109488.478	110622.146	1133.66836	94.2567845	0	8.3	0	0	3
235	255	0	3.52942203	110641.363	110111.926	109522.886	110641.363	1118.47733	94.1219585	0	8.4	0	0	3
236	256	0	3.54444085	110663.306	110145.468	109560.087	110663.306	1103.21966	93.9848318	0	8.5	0	0	3
237	257	0	3.55945967	110688.434	110178.655	109601.434	110688.434	1087.00039	93.8432494	0	8.6	0	0	3
238	258	0	3.57447849	110716.261	110211.444	109642.361	110716.261	1073.90063	93.7011482	0	8.7	0	0	3
239	259	0	3.5894973	110745.394	110243.886	109677.554	110745.394	1067.8395	93.5586106	0	8.7	0	0	3
240	260	0	3.60451612	110777.225	110276.229	109726.954	110777.225	1050.27094	93.4164378	0	8.8	0	0	3
241	261	0	3.61953494	110811.233	110308.12	109763.254	110811.233	1047.97889	93.2741161	0	8.9	0	0	3
242	263	0	3.63455375	110839.18	110339.765	109800.933	110839.18	1038.24776	93.130419	0	8.9	0	0	3
243	264	0	3.64957257	110877.861	110371.439	109836.151	110877.861	1041.71009	92.9874983	0	8.9	0	0	3
244	265	0	3.66459139	110911.57	110403.069	109877.678	110911.57	1033.89274	92.8456518	0	8.9	0	0	3
245	266	0	3.67961021	110945.44	110434.474	109919.383	110945.44	1026.0574	92.7055166	0	9	0	0	3
246	266	0	3.69462902	110977.235	110465.587	109958.482	110977.235	1018.75353	92.5671998	0	9	0	0	3
247	268	0	3.70964784	111015.888	110496.687	109990.532	111015.888	1025.3563	92.4321165	0	9	0	0	3
248	268	0	3.72466666	111054.22	110527.972	110017.999	111054.22	1036.22113	92.2996302	0	8.9	0	0	3
249	269	0	3.73968547	111088.522	110559.458	110042.773	111088.522	1045.74923	92.168571	0	8.8	0	0	3
250	270	0	3.75470429	111115.556	110591.011	110065.521	111115.556	1050.03516	92.0372069	0	8.7	0	0	3
251	271	0	3.76972311	111138.16	110622.559	110090.447	111138.16	1047.71355	91.9044316	0	8.7	0	0	3
